COG ID	Catergory Code	Catergory	
COG1852	S	Function unknown	
COG1872	S	Function unknown	
COG1885	S	Function unknown	
COG1888	S	Function unknown	
COG1891	S	Function unknown	
COG1895	S	Function unknown	
COG1900	S	Function unknown	
COG1906	S	Function unknown	
COG1909	S	Function unknown	
COG1915	S	Function unknown	
COG1916	S	Function unknown	
COG1935	S	Function unknown	
COG1950	S	Function unknown	
COG1967	S	Function unknown	
COG1981	S	Function unknown	
COG1991	S	Function unknown	
COG2006	S	Function unknown	
COG2013	S	Function unknown	
COG2014	S	Function unknown	
COG2028	S	Function unknown	
COG2029	S	Function unknown	
COG2034	S	Function unknown	
COG2035	S	Function unknown	
COG2043	S	Function unknown	
COG2078	S	Function unknown	
COG2083	S	Function unknown	
COG2090	S	Function unknown	
COG2098	S	Function unknown	
COG2108	S	Function unknown	
COG2121	S	Function unknown	
COG2122	S	Function unknown	
COG2149	S	Function unknown	
COG2155	S	Function unknown	
COG2164	S	Function unknown	
COG2237	S	Function unknown	
COG2245	S	Function unknown	
COG2250	S	Function unknown	
COG2258	S	Function unknown	
COG2259	S	Function unknown	
COG2268	S	Function unknown	
COG2307	S	Function unknown	
COG2308	S	Function unknown	
COG2311	S	Function unknown	
COG2314	S	Function unknown	
COG2318	S	Function unknown	
COG2322	S	Function unknown	
COG2323	S	Function unknown	
COG2324	S	Function unknown	
COG2340	S	Function unknown	
COG2343	S	Function unknown	
COG2354	S	Function unknown	
COG2359	S	Function unknown	
COG2361	S	Function unknown	
COG2363	S	Function unknown	
COG2364	S	Function unknown	
COG2369	S	Function unknown	
COG2380	S	Function unknown	
COG2383	S	Function unknown	
COG2389	S	Function unknown	
COG2409	S	Function unknown	
COG2411	S	Function unknown	
COG2412	S	Function unknown	
COG2425	S	Function unknown	
COG2426	S	Function unknown	
COG2427	S	Function unknown	
COG2430	S	Function unknown	
COG2431	S	Function unknown	
COG2442	S	Function unknown	
COG2445	S	Function unknown	
COG2454	S	Function unknown	
COG2456	S	Function unknown	
COG2457	S	Function unknown	
COG2461	S	Function unknown	
COG2469	S	Function unknown	
COG2510	S	Function unknown	
COG2512	S	Function unknown	
COG2604	S	Function unknown	
COG2707	S	Function unknown	
COG2733	S	Function unknown	
COG2768	S	Function unknown	
COG2802	S	Function unknown	
COG2823	S	Function unknown	
COG2830	S	Function unknown	
COG2832	S	Function unknown	
COG2833	S	Function unknown	
COG2835	S	Function unknown	
COG2839	S	Function unknown	
COG2841	S	Function unknown	
COG2845	S	Function unknown	
COG2855	S	Function unknown	
COG2859	S	Function unknown	
COG2860	S	Function unknown	
COG2862	S	Function unknown	
COG2868	S	Function unknown	
COG2879	S	Function unknown	
COG2881	S	Function unknown	
COG2898	S	Function unknown	
COG2899	S	Function unknown	
COG2900	S	Function unknown	
COG2922	S	Function unknown	
COG2926	S	Function unknown	
COG2928	S	Function unknown	
COG2929	S	Function unknown	
COG2952	S	Function unknown	
COG2958	S	Function unknown	
COG2959	S	Function unknown	
COG2960	S	Function unknown	
COG2962	S	Function unknown	
COG2966	S	Function unknown	
COG2968	S	Function unknown	
COG2979	S	Function unknown	
COG2983	S	Function unknown	
COG2990	S	Function unknown	
COG2991	S	Function unknown	
COG2995	S	Function unknown	
COG3002	S	Function unknown	
COG3008	S	Function unknown	
COG3009	S	Function unknown	
COG3012	S	Function unknown	
COG3013	S	Function unknown	
COG3014	S	Function unknown	
COG3016	S	Function unknown	
COG3018	S	Function unknown	
COG3019	S	Function unknown	
COG3056	S	Function unknown	
COG3059	S	Function unknown	
COG3061	S	Function unknown	
COG3068	S	Function unknown	
COG3071	S	Function unknown	
COG3079	S	Function unknown	
COG3081	S	Function unknown	
COG3082	S	Function unknown	
COG3084	S	Function unknown	
COG3085	S	Function unknown	
COG3089	S	Function unknown	
COG3092	S	Function unknown	
COG3094	S	Function unknown	
COG3097	S	Function unknown	
COG3098	S	Function unknown	
COG3099	S	Function unknown	
COG3100	S	Function unknown	
COG3105	S	Function unknown	
COG3108	S	Function unknown	
COG3110	S	Function unknown	
COG3111	S	Function unknown	
COG3112	S	Function unknown	
COG3122	S	Function unknown	
COG3123	S	Function unknown	
COG3126	S	Function unknown	
COG3132	S	Function unknown	
COG3134	S	Function unknown	
COG3136	S	Function unknown	
COG3139	S	Function unknown	
COG3140	S	Function unknown	
COG3148	S	Function unknown	
COG3151	S	Function unknown	
COG3152	S	Function unknown	
COG3159	S	Function unknown	
COG3162	S	Function unknown	
COG3164	S	Function unknown	
COG3169	S	Function unknown	
COG3171	S	Function unknown	
COG3174	S	Function unknown	
COG3182	S	Function unknown	
COG3184	S	Function unknown	
COG3189	S	Function unknown	
COG3193	S	Function unknown	
COG3196	S	Function unknown	
COG3198	S	Function unknown	
COG3204	S	Function unknown	
COG3205	S	Function unknown	
COG3212	S	Function unknown	
COG3216	S	Function unknown	
COG3219	S	Function unknown	
COG3220	S	Function unknown	
COG3222	S	Function unknown	
COG3234	S	Function unknown	
COG3235	S	Function unknown	
COG3237	S	Function unknown	
COG3238	S	Function unknown	
COG3242	S	Function unknown	
COG3246	S	Function unknown	
COG3247	S	Function unknown	
COG3249	S	Function unknown	
COG3251	S	Function unknown	
COG3257	S	Function unknown	
COG3268	S	Function unknown	
COG3272	S	Function unknown	
COG3273	S	Function unknown	
COG3286	S	Function unknown	
COG3287	S	Function unknown	
COG3291	S	Function unknown	
COG3295	S	Function unknown	
COG3296	S	Function unknown	
COG3304	S	Function unknown	
COG3305	S	Function unknown	
COG3308	S	Function unknown	
COG3309	S	Function unknown	
COG3310	S	Function unknown	
COG3314	S	Function unknown	
COG3317	S	Function unknown	
COG3318	S	Function unknown	
COG3323	S	Function unknown	
COG3326	S	Function unknown	
COG3329	S	Function unknown	
COG3330	S	Function unknown	
COG3332	S	Function unknown	
COG3339	S	Function unknown	
COG3350	S	Function unknown	
COG3358	S	Function unknown	
COG3361	S	Function unknown	
COG3365	S	Function unknown	
COG3366	S	Function unknown	
COG3369	S	Function unknown	
COG3370	S	Function unknown	
COG3371	S	Function unknown	
COG3374	S	Function unknown	
COG3377	S	Function unknown	
COG3394	S	Function unknown	
COG3395	S	Function unknown	
COG3399	S	Function unknown	
COG3400	S	Function unknown	
COG3402	S	Function unknown	
COG3403	S	Function unknown	
COG3410	S	Function unknown	
COG3416	S	Function unknown	
COG3421	S	Function unknown	
COG3422	S	Function unknown	
COG3428	S	Function unknown	
COG3431	S	Function unknown	
COG3439	S	Function unknown	
COG3461	S	Function unknown	
COG3462	S	Function unknown	
COG3463	S	Function unknown	
COG3465	S	Function unknown	
COG3471	S	Function unknown	
COG3472	S	Function unknown	
COG3477	S	Function unknown	
COG3482	S	Function unknown	
COG3487	S	Function unknown	
COG3489	S	Function unknown	
COG3490	S	Function unknown	
COG3492	S	Function unknown	
COG3494	S	Function unknown	
COG3495	S	Function unknown	
COG3496	S	Function unknown	
COG3502	S	Function unknown	
COG3503	S	Function unknown	
COG3506	S	Function unknown	
COG3514	S	Function unknown	
COG3526	S	Function unknown	
COG3528	S	Function unknown	
COG3530	S	Function unknown	
COG3533	S	Function unknown	
COG3535	S	Function unknown	
COG3536	S	Function unknown	
COG3538	S	Function unknown	
COG3543	S	Function unknown	
COG3544	S	Function unknown	
COG3548	S	Function unknown	
COG3551	S	Function unknown	
COG3552	S	Function unknown	
COG3553	S	Function unknown	
COG3554	S	Function unknown	
COG3556	S	Function unknown	
COG3557	S	Function unknown	
COG3558	S	Function unknown	
COG3564	S	Function unknown	
COG3566	S	Function unknown	
COG3567	S	Function unknown	
COG3575	S	Function unknown	
COG3583	S	Function unknown	
COG3584	S	Function unknown	
COG3586	S	Function unknown	
COG3589	S	Function unknown	
COG3592	S	Function unknown	
COG3595	S	Function unknown	
COG3597	S	Function unknown	
COG3602	S	Function unknown	
COG3603	S	Function unknown	
COG3610	S	Function unknown	
COG3612	S	Function unknown	
COG3615	S	Function unknown	
COG3619	S	Function unknown	
COG3641	S	Function unknown	
COG3644	S	Function unknown	
COG3647	S	Function unknown	
COG3650	S	Function unknown	
COG3651	S	Function unknown	
COG3652	S	Function unknown	
COG3656	S	Function unknown	
COG3662	S	Function unknown	
COG3665	S	Function unknown	
COG3671	S	Function unknown	
COG3673	S	Function unknown	
COG3680	S	Function unknown	
COG3686	S	Function unknown	
COG3689	S	Function unknown	
COG3691	S	Function unknown	
COG3692	S	Function unknown	
COG3698	S	Function unknown	
COG3714	S	Function unknown	
COG3726	S	Function unknown	
COG3735	S	Function unknown	
COG3737	S	Function unknown	
COG3738	S	Function unknown	
COG3739	S	Function unknown	
COG3742	S	Function unknown	
COG3748	S	Function unknown	
COG3749	S	Function unknown	
COG3750	S	Function unknown	
COG3753	S	Function unknown	
COG3755	S	Function unknown	
COG3756	S	Function unknown	
COG3759	S	Function unknown	
COG3760	S	Function unknown	
COG3762	S	Function unknown	
COG3763	S	Function unknown	
COG3766	S	Function unknown	
COG3767	S	Function unknown	
COG3768	S	Function unknown	
COG3771	S	Function unknown	
COG3776	S	Function unknown	
COG3779	S	Function unknown	
COG3782	S	Function unknown	
COG3784	S	Function unknown	
COG3787	S	Function unknown	
COG3788	S	Function unknown	
COG3789	S	Function unknown	
COG3790	S	Function unknown	
COG3791	S	Function unknown	
COG3792	S	Function unknown	
COG3795	S	Function unknown	
COG3797	S	Function unknown	
COG3798	S	Function unknown	
COG3801	S	Function unknown	
COG3802	S	Function unknown	
COG3803	S	Function unknown	
COG3804	S	Function unknown	
COG3807	S	Function unknown	
COG3811	S	Function unknown	
COG3812	S	Function unknown	
COG3813	S	Function unknown	
COG3814	S	Function unknown	
COG3815	S	Function unknown	
COG3816	S	Function unknown	
COG3817	S	Function unknown	
COG3819	S	Function unknown	
COG3820	S	Function unknown	
COG3821	S	Function unknown	
COG3825	S	Function unknown	
COG3826	S	Function unknown	
COG3832	S	Function unknown	
COG3837	S	Function unknown	
COG3856	S	Function unknown	
COG3860	S	Function unknown	
COG3861	S	Function unknown	
COG3862	S	Function unknown	
COG3863	S	Function unknown	
COG3868	S	Function unknown	
COG3870	S	Function unknown	
COG3871	S	Function unknown	
COG3872	S	Function unknown	
COG3874	S	Function unknown	
COG3876	S	Function unknown	
COG3877	S	Function unknown	
COG3878	S	Function unknown	
COG3879	S	Function unknown	
COG3881	S	Function unknown	
COG3883	S	Function unknown	
COG3889	S	Function unknown	
COG3894	S	Function unknown	
COG3898	S	Function unknown	
COG3900	S	Function unknown	
COG3904	S	Function unknown	
COG3906	S	Function unknown	
COG3908	S	Function unknown	
COG3913	S	Function unknown	
COG3915	S	Function unknown	
COG3918	S	Function unknown	
COG3921	S	Function unknown	
COG3924	S	Function unknown	
COG3930	S	Function unknown	
COG3932	S	Function unknown	
COG3943	S	Function unknown	
COG3949	S	Function unknown	
COG4001	S	Function unknown	
COG4003	S	Function unknown	
COG4004	S	Function unknown	
COG4009	S	Function unknown	
COG4010	S	Function unknown	
COG4012	S	Function unknown	
COG4013	S	Function unknown	
COG4014	S	Function unknown	
COG4016	S	Function unknown	
COG4017	S	Function unknown	
COG4018	S	Function unknown	
COG4019	S	Function unknown	
COG4020	S	Function unknown	
COG4022	S	Function unknown	
COG4024	S	Function unknown	
COG4025	S	Function unknown	
COG4029	S	Function unknown	
COG4031	S	Function unknown	
COG4033	S	Function unknown	
COG4034	S	Function unknown	
COG4035	S	Function unknown	
COG4040	S	Function unknown	
COG4044	S	Function unknown	
COG4046	S	Function unknown	
COG4048	S	Function unknown	
COG4050	S	Function unknown	
COG4051	S	Function unknown	
COG4053	S	Function unknown	
COG4065	S	Function unknown	
COG4066	S	Function unknown	
COG4067	S	Function unknown	
COG4069	S	Function unknown	
COG4070	S	Function unknown	
COG4071	S	Function unknown	
COG4072	S	Function unknown	
COG4073	S	Function unknown	
COG4075	S	Function unknown	
COG4077	S	Function unknown	
COG4079	S	Function unknown	
COG4081	S	Function unknown	
COG4086	S	Function unknown	
COG4089	S	Function unknown	
COG4090	S	Function unknown	
COG4093	S	Function unknown	
COG4094	S	Function unknown	
COG4095	S	Function unknown	
COG4102	S	Function unknown	
COG4103	S	Function unknown	
COG4111	S	Function unknown	
COG4116	S	Function unknown	
COG4125	S	Function unknown	
COG4129	S	Function unknown	
COG4194	S	Function unknown	
COG4196	S	Function unknown	
COG4198	S	Function unknown	
COG4200	S	Function unknown	
COG4222	S	Function unknown	
COG4223	S	Function unknown	
COG4224	S	Function unknown	
COG4241	S	Function unknown	
COG4243	S	Function unknown	
COG4244	S	Function unknown	
COG4245	S	Function unknown	
COG4246	S	Function unknown	
COG4253	S	Function unknown	
COG4255	S	Function unknown	
COG4259	S	Function unknown	
COG4267	S	Function unknown	
COG4269	S	Function unknown	
COG4270	S	Function unknown	
COG4272	S	Function unknown	
COG4273	S	Function unknown	
COG4274	S	Function unknown	
COG4275	S	Function unknown	
COG4278	S	Function unknown	
COG4279	S	Function unknown	
COG4280	S	Function unknown	
COG4283	S	Function unknown	
COG4286	S	Function unknown	
COG4288	S	Function unknown	
COG4289	S	Function unknown	
COG4291	S	Function unknown	
COG4292	S	Function unknown	
COG4293	S	Function unknown	
COG4295	S	Function unknown	
COG4296	S	Function unknown	
COG4297	S	Function unknown	
COG4298	S	Function unknown	
COG4304	S	Function unknown	
COG4306	S	Function unknown	
COG4307	S	Function unknown	
COG4309	S	Function unknown	
COG4313	S	Function unknown	
COG4315	S	Function unknown	
COG4316	S	Function unknown	
COG4318	S	Function unknown	
COG4320	S	Function unknown	
COG4322	S	Function unknown	
COG4323	S	Function unknown	
COG4325	S	Function unknown	
COG4327	S	Function unknown	
COG4329	S	Function unknown	
COG4330	S	Function unknown	
COG4331	S	Function unknown	
COG4332	S	Function unknown	
COG4333	S	Function unknown	
COG4334	S	Function unknown	
COG4336	S	Function unknown	
COG4337	S	Function unknown	
COG4338	S	Function unknown	
COG4340	S	Function unknown	
COG4345	S	Function unknown	
COG4347	S	Function unknown	
COG4353	S	Function unknown	
COG4354	S	Function unknown	
COG4357	S	Function unknown	
COG4365	S	Function unknown	
COG4367	S	Function unknown	
COG4370	S	Function unknown	
COG4371	S	Function unknown	
COG4372	S	Function unknown	
COG4377	S	Function unknown	
COG4378	S	Function unknown	
COG4380	S	Function unknown	
COG4390	S	Function unknown	
COG4391	S	Function unknown	
COG4393	S	Function unknown	
COG4394	S	Function unknown	
COG4399	S	Function unknown	
COG4402	S	Function unknown	
COG4405	S	Function unknown	
COG4408	S	Function unknown	
COG4420	S	Function unknown	
COG4423	S	Function unknown	
COG4425	S	Function unknown	
COG4427	S	Function unknown	
COG4430	S	Function unknown	
COG4443	S	Function unknown	
COG4446	S	Function unknown	
COG4453	S	Function unknown	
COG4456	S	Function unknown	
COG4457	S	Function unknown	
COG4458	S	Function unknown	
COG4460	S	Function unknown	
COG4461	S	Function unknown	
COG4466	S	Function unknown	
COG4470	S	Function unknown	
COG4471	S	Function unknown	
COG4472	S	Function unknown	
COG4475	S	Function unknown	
COG4476	S	Function unknown	
COG4478	S	Function unknown	
COG4479	S	Function unknown	
COG4481	S	Function unknown	
COG4483	S	Function unknown	
COG4485	S	Function unknown	
COG4487	S	Function unknown	
COG4493	S	Function unknown	
COG4495	S	Function unknown	
COG4496	S	Function unknown	
COG4499	S	Function unknown	
COG4506	S	Function unknown	
COG4509	S	Function unknown	
COG4517	S	Function unknown	
COG4519	S	Function unknown	
COG4530	S	Function unknown	
COG4538	S	Function unknown	
COG4539	S	Function unknown	
COG4541	S	Function unknown	
COG4544	S	Function unknown	
COG4549	S	Function unknown	
COG4625	S	Function unknown	
COG4628	S	Function unknown	
COG4640	S	Function unknown	
COG4642	S	Function unknown	
COG4645	S	Function unknown	
COG4648	S	Function unknown	
COG4649	S	Function unknown	
COG4652	S	Function unknown	
COG4655	S	Function unknown	
COG4675	S	Function unknown	
COG4676	S	Function unknown	
COG4681	S	Function unknown	
COG4682	S	Function unknown	
COG4683	S	Function unknown	
COG4684	S	Function unknown	
COG4685	S	Function unknown	
COG4687	S	Function unknown	
COG4688	S	Function unknown	
COG4697	S	Function unknown	
COG4698	S	Function unknown	
COG4699	S	Function unknown	
COG4700	S	Function unknown	
COG4701	S	Function unknown	
COG4702	S	Function unknown	
COG4703	S	Function unknown	
COG4704	S	Function unknown	
COG4705	S	Function unknown	
COG4708	S	Function unknown	
COG4709	S	Function unknown	
COG4711	S	Function unknown	
COG4712	S	Function unknown	
COG4713	S	Function unknown	
COG4714	S	Function unknown	
COG4715	S	Function unknown	
COG4716	S	Function unknown	
COG4717	S	Function unknown	
COG4719	S	Function unknown	
COG4720	S	Function unknown	
COG4727	S	Function unknown	
COG4728	S	Function unknown	
COG4729	S	Function unknown	
COG4731	S	Function unknown	
COG4732	S	Function unknown	
COG4735	S	Function unknown	
COG4737	S	Function unknown	
COG4739	S	Function unknown	
COG4743	S	Function unknown	
COG4744	S	Function unknown	
COG4746	S	Function unknown	
COG4747	S	Function unknown	
COG4748	S	Function unknown	
COG4749	S	Function unknown	
COG4752	S	Function unknown	
COG4754	S	Function unknown	
COG4755	S	Function unknown	
COG4758	S	Function unknown	
COG4759	S	Function unknown	
COG4760	S	Function unknown	
COG4762	S	Function unknown	
COG4763	S	Function unknown	
COG4764	S	Function unknown	
COG4765	S	Function unknown	
COG4768	S	Function unknown	
COG4769	S	Function unknown	
COG4803	S	Function unknown	
COG4805	S	Function unknown	
COG4807	S	Function unknown	
COG4808	S	Function unknown	
COG4811	S	Function unknown	
COG4814	S	Function unknown	
COG4815	S	Function unknown	
COG4818	S	Function unknown	
COG4825	S	Function unknown	
COG4828	S	Function unknown	
COG4832	S	Function unknown	
COG4834	S	Function unknown	
COG4835	S	Function unknown	
COG4836	S	Function unknown	
COG4838	S	Function unknown	
COG4840	S	Function unknown	
COG4841	S	Function unknown	
COG4842	S	Function unknown	
COG4843	S	Function unknown	
COG4844	S	Function unknown	
COG4847	S	Function unknown	
COG4848	S	Function unknown	
COG4852	S	Function unknown	
COG4854	S	Function unknown	
COG4856	S	Function unknown	
COG4858	S	Function unknown	
COG4859	S	Function unknown	
COG4861	S	Function unknown	
COG4864	S	Function unknown	
COG4866	S	Function unknown	
COG4867	S	Function unknown	
COG4868	S	Function unknown	
COG4872	S	Function unknown	
COG4873	S	Function unknown	
COG4874	S	Function unknown	
COG4875	S	Function unknown	
COG4876	S	Function unknown	
COG4877	S	Function unknown	
COG4878	S	Function unknown	
COG4879	S	Function unknown	
COG4881	S	Function unknown	
COG4883	S	Function unknown	
COG4884	S	Function unknown	
COG4885	S	Function unknown	
COG4887	S	Function unknown	
COG4890	S	Function unknown	
COG4891	S	Function unknown	
COG4893	S	Function unknown	
COG4894	S	Function unknown	
COG4895	S	Function unknown	
COG4896	S	Function unknown	
COG4897	S	Function unknown	
COG4898	S	Function unknown	
COG4899	S	Function unknown	
COG4902	S	Function unknown	
COG4904	S	Function unknown	
COG4905	S	Function unknown	
COG4906	S	Function unknown	
COG4907	S	Function unknown	
COG4911	S	Function unknown	
COG4913	S	Function unknown	
COG4916	S	Function unknown	
COG4918	S	Function unknown	
COG4920	S	Function unknown	
COG4921	S	Function unknown	
COG4924	S	Function unknown	
COG4925	S	Function unknown	
COG4929	S	Function unknown	
COG4932	S	Function unknown	
COG4939	S	Function unknown	
COG4944	S	Function unknown	
COG4946	S	Function unknown	
COG4949	S	Function unknown	
COG4950	S	Function unknown	
COG4951	S	Function unknown	
COG4954	S	Function unknown	
COG4955	S	Function unknown	
COG4983	S	Function unknown	
COG4984	S	Function unknown	
COG4990	S	Function unknown	
COG4991	S	Function unknown	
COG4994	S	Function unknown	
COG4995	S	Function unknown	
COG5011	S	Function unknown	
COG5015	S	Function unknown	
COG5135	S	Function unknown	
COG5255	S	Function unknown	
COG5267	S	Function unknown	
COG5276	S	Function unknown	
COG5282	S	Function unknown	
COG5293	S	Function unknown	
COG5294	S	Function unknown	
COG5298	S	Function unknown	
COG5305	S	Function unknown	
COG5306	S	Function unknown	
COG5316	S	Function unknown	
COG5317	S	Function unknown	
COG5319	S	Function unknown	
COG5321	S	Function unknown	
COG5328	S	Function unknown	
COG5330	S	Function unknown	
COG5331	S	Function unknown	
COG5338	S	Function unknown	
COG5339	S	Function unknown	
COG5341	S	Function unknown	
COG5345	S	Function unknown	
COG5346	S	Function unknown	
COG5349	S	Function unknown	
COG5351	S	Function unknown	
COG5352	S	Function unknown	
COG5353	S	Function unknown	
COG5360	S	Function unknown	
COG5368	S	Function unknown	
COG5373	S	Function unknown	
COG5375	S	Function unknown	
COG5381	S	Function unknown	
COG5385	S	Function unknown	
COG5388	S	Function unknown	
COG5389	S	Function unknown	
COG5393	S	Function unknown	
COG5395	S	Function unknown	
COG5397	S	Function unknown	
COG5399	S	Function unknown	
COG5400	S	Function unknown	
COG5402	S	Function unknown	
COG5403	S	Function unknown	
COG5410	S	Function unknown	
COG5413	S	Function unknown	
COG5416	S	Function unknown	
COG5417	S	Function unknown	
COG5418	S	Function unknown	
COG5419	S	Function unknown	
COG5420	S	Function unknown	
COG5423	S	Function unknown	
COG5425	S	Function unknown	
COG5426	S	Function unknown	
COG5427	S	Function unknown	
COG5428	S	Function unknown	
COG5429	S	Function unknown	
COG5430	S	Function unknown	
COG5435	S	Function unknown	
COG5436	S	Function unknown	
COG5437	S	Function unknown	
COG5438	S	Function unknown	
COG5439	S	Function unknown	
COG5440	S	Function unknown	
COG5441	S	Function unknown	
COG5445	S	Function unknown	
COG5447	S	Function unknown	
COG5448	S	Function unknown	
COG5449	S	Function unknown	
COG5451	S	Function unknown	
COG5452	S	Function unknown	
COG5453	S	Function unknown	
COG5454	S	Function unknown	
COG5457	S	Function unknown	
COG5458	S	Function unknown	
COG5460	S	Function unknown	
COG5462	S	Function unknown	
COG5463	S	Function unknown	
COG5465	S	Function unknown	
COG5466	S	Function unknown	
COG5467	S	Function unknown	
COG5468	S	Function unknown	
COG5469	S	Function unknown	
COG5470	S	Function unknown	
COG5472	S	Function unknown	
COG5473	S	Function unknown	
COG5474	S	Function unknown	
COG5475	S	Function unknown	
COG5477	S	Function unknown	
COG5479	S	Function unknown	
COG5480	S	Function unknown	
COG5481	S	Function unknown	
COG5482	S	Function unknown	
COG5483	S	Function unknown	
COG5484	S	Function unknown	
COG5486	S	Function unknown	
COG5487	S	Function unknown	
COG5488	S	Function unknown	
COG5489	S	Function unknown	
COG5490	S	Function unknown	
COG5493	S	Function unknown	
COG5497	S	Function unknown	
COG5500	S	Function unknown	
COG5501	S	Function unknown	
COG5502	S	Function unknown	
COG5504	S	Function unknown	
COG5505	S	Function unknown	
COG5506	S	Function unknown	
COG5507	S	Function unknown	
COG5508	S	Function unknown	
COG5509	S	Function unknown	
COG5510	S	Function unknown	
COG5513	S	Function unknown	
COG5514	S	Function unknown	
COG5515	S	Function unknown	
COG5519	S	Function unknown	
COG5522	S	Function unknown	
COG5523	S	Function unknown	
COG5528	S	Function unknown	
COG5530	S	Function unknown	
COG5532	S	Function unknown	
COG5534	S	Function unknown	
COG5544	S	Function unknown	
COG5546	S	Function unknown	
COG5547	S	Function unknown	
COG5548	S	Function unknown	
COG5552	S	Function unknown	
COG5556	S	Function unknown	
COG5561	S	Function unknown	
COG5562	S	Function unknown	
COG5563	S	Function unknown	
COG5564	S	Function unknown	
COG5567	S	Function unknown	
COG5568	S	Function unknown	
COG5570	S	Function unknown	
COG5572	S	Function unknown	
COG5578	S	Function unknown	
COG5579	S	Function unknown	
COG5582	S	Function unknown	
COG5583	S	Function unknown	
COG5584	S	Function unknown	
COG5586	S	Function unknown	
COG5587	S	Function unknown	
COG5588	S	Function unknown	
COG5589	S	Function unknown	
COG5591	S	Function unknown	
COG5607	S	Function unknown	
COG5609	S	Function unknown	
COG5612	S	Function unknown	
COG5613	S	Function unknown	
COG5615	S	Function unknown	
COG5617	S	Function unknown	
COG5618	S	Function unknown	
COG5619	S	Function unknown	
COG5620	S	Function unknown	
COG5626	S	Function unknown	
COG5633	S	Function unknown	
COG5634	S	Function unknown	
COG5637	S	Function unknown	
COG5639	S	Function unknown	
COG5642	S	Function unknown	
COG5644	S	Function unknown	
COG5645	S	Function unknown	
COG5646	S	Function unknown	
COG5649	S	Function unknown	
COG5650	S	Function unknown	
COG5651	S	Function unknown	
COG5652	S	Function unknown	
COG5654	S	Function unknown	
COG5658	S	Function unknown	
COG5663	S	Function unknown	
COG0248	T	Signal transduction mechanisms	
COG0271	T	Signal transduction mechanisms	
COG0317	T	Signal transduction mechanisms	
COG0347	T	Signal transduction mechanisms	
COG0394	T	Signal transduction mechanisms	
COG0464	T	Signal transduction mechanisms	
COG0467	T	Signal transduction mechanisms	
COG0478	T	Signal transduction mechanisms	
COG0515	T	Signal transduction mechanisms	
COG0517	T	Signal transduction mechanisms	
COG0589	T	Signal transduction mechanisms	
COG0631	T	Signal transduction mechanisms	
COG0639	T	Signal transduction mechanisms	
COG0642	T	Signal transduction mechanisms	
COG0643	T	Signal transduction mechanisms	
COG0661	T	Signal transduction mechanisms	
COG0664	T	Signal transduction mechanisms	
COG0666	T	Signal transduction mechanisms	
COG0745	T	Signal transduction mechanisms	
COG0784	T	Signal transduction mechanisms	
COG0790	T	Signal transduction mechanisms	
COG0834	T	Signal transduction mechanisms	
COG0835	T	Signal transduction mechanisms	
COG0840	T	Signal transduction mechanisms	
COG1073	T	Signal transduction mechanisms	
COG1217	T	Signal transduction mechanisms	
COG1221	T	Signal transduction mechanisms	
COG1352	T	Signal transduction mechanisms	
COG1366	T	Signal transduction mechanisms	
COG1409	T	Signal transduction mechanisms	
COG1437	T	Signal transduction mechanisms	
COG1489	T	Signal transduction mechanisms	
COG1493	T	Signal transduction mechanisms	
COG1551	T	Signal transduction mechanisms	
COG1623	T	Signal transduction mechanisms	
COG1624	T	Signal transduction mechanisms	
COG1639	T	Signal transduction mechanisms	
COG1660	T	Signal transduction mechanisms	
COG1702	T	Signal transduction mechanisms	
COG1716	T	Signal transduction mechanisms	
COG1718	T	Signal transduction mechanisms	
COG1762	T	Signal transduction mechanisms	
COG1774	T	Signal transduction mechanisms	
COG1776	T	Signal transduction mechanisms	
COG1806	T	Signal transduction mechanisms	
COG1842	T	Signal transduction mechanisms	
COG1854	T	Signal transduction mechanisms	
COG1871	T	Signal transduction mechanisms	
COG1923	T	Signal transduction mechanisms	
COG1925	T	Signal transduction mechanisms	
COG1956	T	Signal transduction mechanisms	
COG1966	T	Signal transduction mechanisms	
COG1974	T	Signal transduction mechanisms	
COG1983	T	Signal transduction mechanisms	
COG1993	T	Signal transduction mechanisms	
COG2018	T	Signal transduction mechanisms	
COG2062	T	Signal transduction mechanisms	
COG2112	T	Signal transduction mechanisms	
COG2114	T	Signal transduction mechanisms	
COG2172	T	Signal transduction mechanisms	
COG2184	T	Signal transduction mechanisms	
COG2197	T	Signal transduction mechanisms	
COG2198	T	Signal transduction mechanisms	
COG2199	T	Signal transduction mechanisms	
COG2200	T	Signal transduction mechanisms	
COG2201	T	Signal transduction mechanisms	
COG2202	T	Signal transduction mechanisms	
COG2203	T	Signal transduction mechanisms	
COG2204	T	Signal transduction mechanisms	
COG2205	T	Signal transduction mechanisms	
COG2206	T	Signal transduction mechanisms	
COG2208	T	Signal transduction mechanisms	
COG2310	T	Signal transduction mechanisms	
COG2334	T	Signal transduction mechanisms	
COG2336	T	Signal transduction mechanisms	
COG2339	T	Signal transduction mechanisms	
COG2357	T	Signal transduction mechanisms	
COG2365	T	Signal transduction mechanisms	
COG2404	T	Signal transduction mechanisms	
COG2453	T	Signal transduction mechanisms	
COG2703	T	Signal transduction mechanisms	
COG2766	T	Signal transduction mechanisms	
COG2770	T	Signal transduction mechanisms	
COG2808	T	Signal transduction mechanisms	
COG2844	T	Signal transduction mechanisms	
COG2905	T	Signal transduction mechanisms	
COG2912	T	Signal transduction mechanisms	
