COG ID	COG Name	Isolate Genome Count	Metagenome Count	
COG4544	Uncharacterized conserved protein	3119	4752	
COG4545	Glutaredoxin-related protein	1048	3682	
COG4547	Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphorib...	4733	6375	
COG4548	Nitric oxide reductase activation protein	8977	6190	
COG4549	Uncharacterized protein YcnI	5155	4672	
COG4550	Cell fate regulator YmcA, YheA/YmcA/DUF963 family (controls sporulation, competence, biofilm development)	8869	2313	
COG4551	Predicted protein tyrosine phosphatase	3113	4452	
COG4552	Predicted acetyltransferase	8948	6146	
COG4553	Poly-beta-hydroxyalkanoate depolymerase	4321	5657	
COG4555	ABC-type Na+ transport system, ATPase component NatA	2409	5957	
COG4558	ABC-type hemin transport system, periplasmic component	10808	6195	
COG4559	ABC-type hemin transport system, ATPase component	8596	5801	
COG4564	Signal transduction histidine kinase	3458	6363	
COG4565	Response regulator of citrate/malate metabolism	14874	6346	
COG4566	Two-component response regulator, FixJ family, consists of REC and HTH domains	10176	6471	
COG4567	Two-component response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains	6992	5834	
COG4568	Transcriptional antiterminator Rof (Rho-off)	10518	3112	
COG4569	Acetaldehyde dehydrogenase (acetylating)	9856	5257	
COG4570	Holliday junction resolvase RusA (prophage-encoded endonuclease)	12495	5884	
COG4571	Outer membrane protease	5356	3891	
COG4572	Cation transport regulator ChaB	7898	4173	
COG4573	Tagatose-1,6-bisphosphate aldolase non-catalytic subunit AgaZ/GatZ	9047	5463	
COG4574	Serine protease inhibitor ecotin	9827	3990	
COG4575	Membrane-anchored ribosome-binding protein, inhibits growth in stationary phase, ElaB/YqjD/DUF883 family	14251	6072	
COG4576	Carboxysome shell and ethanolamine utilization microcompartment protein CcmK/EutM	10269	5844	
COG4577	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN	9430	6021	
COG4578	DNA-binding transcriptional regulator of glucitol operon	12748	4372	
COG4579	Isocitrate dehydrogenase kinase/phosphatase	11652	5743	
COG4580	Maltoporin (phage lambda and maltose receptor)	10952	4993	
COG4581	Superfamily II RNA helicase	5734	6643	
COG4582	Cell division protein ZapD, interacts with FtsZ	12436	5639	
COG4583	Sarcosine oxidase gamma subunit	4784	4828	
COG4584	Transposase	12375	6431	
COG4585	Signal transduction histidine kinase	25361	7038	
COG4586	ABC-type uncharacterized transport system, ATPase component	6353	6395	
COG4587	ABC-type uncharacterized transport system, permease component	6695	5748	
COG4588	Accessory colonization factor AcfC, contains ABC-type periplasmic domain	2445	4403	
COG4589	Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase	7813	6006	
COG4590	ABC-type uncharacterized transport system, permease component	4470	5671	
COG4591	ABC-type transport system, involved in lipoprotein release, permease component	45237	7441	
COG4592	ABC-type Fe2+-enterobactin transport system, periplasmic component	9202	3978	
COG4594	ABC-type Fe3+-citrate transport system, periplasmic component	10351	4929	
COG4597	ABC-type amino acid transport system, permease component	9300	5792	
COG4598	ABC-type histidine transport system, ATPase component	14372	5658	
COG4603	ABC-type uncharacterized transport system, permease component	14715	6760	
COG4604	ABC-type enterochelin transport system, ATPase component	16177	5292	
COG4605	ABC-type enterochelin transport system, permease component	16163	4353	
COG4606	ABC-type enterochelin transport system, permease component	16151	4518	
COG4607	ABC-type enterochelin transport system, periplasmic component	16428	5112	
COG4608	ABC-type oligopeptide transport system, ATPase component	24738	7100	
COG4615	ABC-type siderophore export system, fused ATPase and permease components	11433	6007	
COG4618	ABC-type protease/lipase transport system, ATPase and permease components	5408	6222	
COG4619	ABC-type iron transport system FetAB, ATPase component	16057	5241	
COG4623	Membrane-bound lytic murein transglycosylase MltF	13467	6618	
COG4624	Iron only hydrogenase large subunit, C-terminal domain	3373	5717	
COG4625	Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain	6706	6217	
COG4626	Phage terminase-like protein, large subunit, contains N-terminal HTH domain	17219	6292	
COG4627	Predicted SAM-depedendent methyltransferase	1232	5910	
COG4628	Uncharacterized conserved protein, DUF2132 family	1414	4683	
COG4630	Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A	7100	5956	
COG4631	Xanthine dehydrogenase, molybdopterin-binding subunit B	7214	6321	
COG4632	Exopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acety...	1936	5955	
COG4633	Plastocyanin domain containing protein	76	5258	
COG4634	Predicted nuclease, contains PIN domain, potential toxin-antitoxin system component	1420	5448	
COG4635	Protoporphyrinogen IX oxidase, menaquinone-dependent (flavodoxin domain)	12537	5884	
COG4636	Endonuclease, Uma2 family (restriction endonuclease fold)	3374	6133	
COG4637	Predicted ATPase	7209	6367	
COG4638	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit	19634	6442	
COG4639	Predicted kinase	5040	6037	
COG4640	Uncharacterized membrane protein YvbJ	6970	6190	
COG4641	Spore maturation protein CgeB	3012	6187	
COG4642	Uncharacterized conserved protein	7381	6192	
COG4643	Uncharacterized domain associated with phage/plasmid primase	4676	5516	
COG4644	Transposase and inactivated derivatives, TnpA family	7829	5572	
COG4645	Uncharacterized protein	4201	4882	
COG4646	Adenine-specific DNA methylase, N12 class	2546	5723	
COG4647	Acetone carboxylase, gamma subunit	878	4441	
COG4648	Uncharacterized membrane protein	5982	4697	
COG4649	Uncharacterized protein	2840	5542	
COG4650	Sigma54-dependent transcription regulator containing an AAA-type ATPase domain and a DNA-binding domain	6772	5132	
COG4651	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain	18561	6316	
COG4652	Uncharacterized protein	7646	4594	
COG4653	Predicted phage phi-C31 gp36 major capsid-like protein	9790	6247	
COG4654	Cytochrome c551/c552	3751	5813	
COG4655	Uncharacterized membrane protein	2713	5053	
COG4656	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfC subunit	15120	6526	
COG4657	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfA subunit	15086	5870	
COG4658	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfD subunit	15251	6212	
COG4659	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfG subunit	15038	6009	
COG4660	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfE subunit	15037	5806	
COG4662	ABC-type tungstate transport system, periplasmic component	4521	5557	
COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	5506	6375	
COG4664	TRAP-type mannitol/chloroaromatic compound transport system, large permease component	5067	6264	
COG4665	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	5485	6028	
COG4666	TRAP-type uncharacterized transport system, fused permease components	5944	6217	
COG4667	Predicted phospholipase, patatin/cPLA2 family	16168	5921	
COG4668	Mannitol/fructose-specific phosphotransferase system, IIA domain	19024	5638	
COG4669	Type III secretory pathway, lipoprotein EscJ	8809	4711	
COG4670	Acyl CoA:acetate/3-ketoacid CoA transferase	15125	6205	
COG4671	Predicted glycosyl transferase	1678	5492	
COG4672	Phage-related protein	7808	4718	
COG4674	ABC-type uncharacterized transport system, ATPase component	8629	5691	
COG4675	Microcystin-dependent protein  (function unknown)	3387	6034	
COG4676	Uncharacterized conserved protein YfaP, DUF2135 family	4707	5701	
COG4677	Pectin methylesterase and related acyl-CoA thioesterases	10031	5987	
COG4678	Muramidase (phage lambda lysozyme)	3891	4704	
COG4679	Phage-related protein	10930	6194	
COG4680	mRNA-degrading endonuclease (mRNA interferase) HigB, toxic component of the HigAB toxin-antitoxin module	7556	5720	
COG4681	Uncharacterized conserved protein YaeQ, suppresses RfaH defect	15760	5178	
COG4682	Uncharacterized membrane protein YiaA	8850	3764	
COG4683	Uncharacterized protein	6034	5177	
COG4684	Uncharacterized membrane protein	5702	4101	
COG4685	Uncharacterized conserved protein YfaA, DUF2138 family	4390	4065	
COG4687	Uncharacterized protein	4942	3106	
COG4688	Uncharacterized protein	1415	4537	
COG4689	Acetoacetate decarboxylase	2699	5393	
COG4690	Dipeptidase	7708	5996	
COG4691	Plasmid stability protein	3939	5259	
COG4692	Predicted neuraminidase (sialidase)	6897	5599	
COG4693	Oxidoreductase (NAD-binding), involved in siderophore biosynthesis	3742	3970	
COG4694	Wobble nucleotide-excising tRNase	3327	5769	
COG4695	Phage portal protein BeeE	17379	6338	
COG4696	Predicted phosphohydrolase, Cof family, HAD superfamily	4727	5330	
COG4697	Uncharacterized protein	91	3107	
COG4698	Uncharacterized protein YpmS	4467	3758	
COG4699	Uncharacterized protein	9146	2355	
COG4700	Uncharacterized protein	1858	5759	
COG4701	Uncharacterized protein	3748	4731	
COG4702	Uncharacterized protein, UPF0303 family	4087	4474	
COG4703	Uncharacterized protein YkuJ	5445	2129	
COG4704	Uncharacterized conserved protein, DUF2141 family	2308	5919	
COG4705	Uncharacterized membrane-anchored protein	3405	4680	
COG4706	Predicted 3-hydroxylacyl-ACP dehydratase, HotDog domain	6389	5028	
COG4707	Prophage pi2 protein 07	4939	2570	
COG4708	Uncharacterized membrane protein	6783	3824	
COG4709	Uncharacterized membrane protein	12010	5483	
COG4710	Predicted DNA-binding protein with an HTH domain	1578	5442	
COG4711	Uncharacterized membrane protein	492	3738	
COG4712	Uncharacterized protein	1225	5220	
COG4713	Uncharacterized membrane protein	1105	4740	
COG4714	Uncharacterized membrane-anchored protein	3217	5072	
COG4715	Uncharacterized conserved protein, contains Zn finger domain	1162	6099	
COG4716	Myosin-crossreactive antigen  (function unknown)	10369	5720	
COG4717	Uncharacterized protein YhaN	9603	6304	
COG4718	Phage-related protein	7429	4226	
COG4719	Uncharacterized protein	605	4589	
COG4720	Uncharacterized membrane protein	12153	4830	
COG4721	ABC-type thiamine/hydroxymethylpyrimidine transport system, permease component	10609	4662	
COG4722	Phage-related protein	3158	4146	
COG4723	Phage-related protein, tail component	7459	4745	
COG4724	Endo-beta-N-acetylglucosaminidase D	2047	4920	
COG4725	N6-adenosine-specific RNA methylase IME4	3143	5745	
COG4726	Tfp pilus assembly protein PilX	3634	6037	
COG4727	Uncharacterized protein	2517	4099	
COG4728	Uncharacterized protein	621	5339	
COG4729	Uncharacterized protein	1845	4546	
COG4731	Uncharacterized conserved protein, DUF2147 family	7567	5850	
COG4732	Predicted membrane protein	8938	3768	
COG4733	Phage-related protein, tail component	7143	6104	
COG4734	Antirestriction protein	3406	4426	
COG4735	Uncharacterized protein YaaW, UPF0174 family	8228	4557	
COG4736	Cbb3-type cytochrome oxidase, subunit 3	7907	5357	
COG4737	Uncharacterized protein	5536	5314	
COG4738	Predicted transcriptional regulator	190	3574	
COG4739	Uncharacterized protein, contains ferredoxin domain	819	4107	
COG4740	Predicted metalloprotease	124	2695	
COG4741	Predicted secreted endonuclease distantly related to archaeal Holliday junction resolvase	1703	4648	
COG4742	Predicted transcriptional regulator, contains HTH domain	483	5704	
COG4743	Uncharacterized membrane protein	449	4389	
COG4744	Uncharacterized protein	1692	4454	
COG4745	Predicted membrane-bound mannosyltransferase	343	5251	
COG4746	Uncharacterized protein	397	2308	
COG4747	Uncharacterized conserved protein, contains tandem ACT domains	4059	6021	
COG4748	Uncharacterized protein	2868	5813	
COG4749	Uncharacterized protein	381	2849	
COG4750	CTP:phosphocholine cytidylyltransferase involved in choline phosphorylation for cell surface LPS epi...	1859	5009	
COG4752	Uncharacterized protein	696	5385	
COG4753	Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains	4696	7017	
COG4754	Uncharacterized protein	335	4628	
COG4755	Uncharacterized protein	203	2629	
COG4756	Predicted cation transporter	361	4095	
COG4757	Predicted alpha/beta hydrolase	6981	5014	
COG4758	Predicted membrane protein	11603	5430	
COG4759	Uncharacterized protein	1457	4982	
COG4760	Uncharacterized membrane protein, YccA/Bax inhibitor family	9014	6177	
COG4762	Uncharacterized protein, UPF0548 family	4238	3935	
COG4763	Uncharacterized membrane protein YcfT	5049	4558	
COG4764	Uncharacterized protein	4856	4742	
COG4765	Uncharacterized protein	2010	4690	
COG4766	Ethanolamine utilization protein EutQ, cupin superfamily (function unknown)	8098	5166	
COG4767	Glycopeptide antibiotics resistance protein	6154	4923	
COG4768	Uncharacterized protein YoxC, contains an MCP-like domain	12166	5374	
COG4769	Uncharacterized membrane protein	4368	4486	
COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit	20095	7438	
COG4771	Outer membrane receptor for ferrienterochelin and colicins	19563	7119	
COG4772	Outer membrane receptor for Fe3+-dicitrate	8977	6444	
COG4773	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid	17652	6414	
COG4774	Outer membrane receptor for monomeric catechols	13825	6533	
COG4775	Outer membrane protein assembly factor BamA	26707	7362	
COG4776	Exoribonuclease II	9947	5020	
COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL	9210	5220	
COG4779	ABC-type enterobactin transport system, permease component	12945	5442	
COG4781	Membrane-anchored glycerophosphoryl diester phosphodiesterase (GDPDase), membrane domain	8820	3913	
COG4782	Esterase/lipase superfamily enzyme	2235	5452	
COG4783	Putative Zn-dependent protease, contains TPR repeats	18798	7347	
COG4784	Putative Zn-dependent protease	2790	6073	
COG4785	Lipoprotein NlpI, contains TPR repeats	10331	6444	
COG4786	Flagellar basal body rod protein FlgG	22035	6738	
COG4787	Flagellar basal body rod protein FlgF	13818	5536	
COG4789	Type III secretory pathway, component EscV	8028	5497	
COG4790	Type III secretory pathway, component EscR	8615	4257	
COG4791	Type III secretory pathway, component EscT	8926	4050	
COG4792	Type III secretory pathway, component EscU	5278	4601	
COG4794	Type III secretory pathway, component EscS	8801	3346	
COG4795	Type II secretory pathway, component PulJ	13595	6338	
COG4796	Type II secretory pathway, component HofQ	7987	6713	
COG4797	Predicted regulatory domain of a methyltransferase	902	4352	
COG4798	Predicted methyltransferase	2335	5630	
COG4799	Acetyl-CoA carboxylase, carboxyltransferase component	22543	7262	
COG4800	Predicted transcriptional regulator with an HTH domain	192	4585	
COG4801	Predicted acyltransferase, contains DUF342 domain	564	4468	
COG4802	Ferredoxin-thioredoxin reductase, catalytic subunit	992	4915	
COG4803	Uncharacterized membrane protein	3015	5811	
COG4804	Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family	8881	5794	
COG4805	Uncharacterized conserved protein, DUF885 familyt	7025	6633	
COG4806	L-rhamnose isomerase	9808	5558	
COG4807	Uncharacterized conserved protein YehS, DUF1456 family	12348	4809	
COG4808	Uncharacterized lipoprotein YehR, DUF1307 family	12107	4011	
COG4809	Archaeal ADP-dependent phosphofructokinase/glucokinase	359	4556	
COG4810	Ethanolamine utilization protein EutS, ethanolamine utilization microcompartment shell protein	9015	3686	
COG4811	Uncharacterized membrane protein YobD, UPF0266 family	8181	2630	
COG4812	Ethanolamine utilization cobalamin adenosyltransferase	7576	3972	
COG4813	Trehalose utilization protein	2457	5454	
COG4814	Uncharacterized protein with an alpha/beta hydrolase fold	8396	4422	
COG4815	Uncharacterized protein	8004	3588	
COG4816	Ethanolamine utilization protein EutL, ethanolamine utilization microcompartment shell protein	8900	4345	
COG4817	DNA-binding ferritin-like protein (Dps family)	2286	3402	
COG4818	Uncharacterized membrane protein	1912	5407	
COG4819	Ethanolamine utilization protein EutA, possible chaperonin protecting lyase from inhibition	8163	5581	
COG4820	Ethanolamine utilization protein EutJ, possible chaperonin	7687	4845	
COG4821	Uncharacterized protein, contains SIS (Sugar ISomerase) phosphosugar binding domain	3373	5550	
COG4822	Cobalamin biosynthesis protein CbiK, Co2+ chelatase	5810	4546	
COG4823	Abortive infection bacteriophage resistance protein	8301	5297	
COG4824	Phage-related holin (Lysis protein)	3974	3979	
COG4825	Uncharacterized membrane-anchored protein	4848	5228	
COG4826	Serine protease inhibitor	2456	6320	
COG4827	Predicted transporter	208	2872	
COG4828	Uncharacterized membrane protein	3313	4830	
COG4829	Muconolactone delta-isomerase	8520	4429	
COG4830	Ribosomal protein S26	569	4389	
COG4831	Roadblock/LC7 domain	185	3189	
COG4832	Uncharacterized protein	3962	5285	
COG4833	Predicted alpha-1,6-mannanase, GH76 family	4381	5082	
COG4834	Uncharacterized protein	2542	4877	
COG4835	Uncharacterized protein	4067	2515	
COG4836	Uncharacterized membrane protein YwzB	8946	2015	
COG4837	Disulfide oxidoreductase YuzD	7144	2832	
COG4838	Uncharacterized protein YlaN, UPF0358 family	8359	2426	
COG4839	Cell division protein FtsL	12032	4574	
COG4840	Uncharacterized protein YfkK, UPF0435 family	7385	1590	
COG4841	Uncharacterized protein YneR	8680	2613	
COG4842	Uncharacterized conserved protein YukE	12953	5095	
COG4843	Uncharacterized protein YebE, UPF0316 family	9423	4727	
COG4844	Uncharacterized protein YuzB, UPF0349 family	7525	2618	
COG4845	Chloramphenicol O-acetyltransferase	5368	4876	
COG4846	Membrane protein CcdC involved in cytochrome C biogenesis	7385	2767	
COG4847	Uncharacterized protein	154	2469	
COG4848	Uncharacterized protein YtpQ, UPF0354 family	7774	4553	
COG4849	Predicted nucleotidyltransferase	3084	4604	
COG4850	Phosphatidate phosphatase APP1	1959	5314	
COG4851	Protein involved in sex pheromone biosynthesis	8148	4454	
COG4852	Uncharacterized membrane protein	2697	4668	
COG4853	Two-component signal transduction system YycFG, regulatory protein YycI	9257	3913	
COG4854	Uncharacterized membrane protein	221	2726	
COG4855	Uncharacterized protein	210	2899	
COG4856	Uncharacterized protein, YbbR domain	12552	5992	
COG4857	5-Methylthioribose kinase, methionine salvage pathway	5371	5572	
COG4858	Uncharacterized membrane-anchored protein	5353	4355	
COG4859	Uncharacterized protein	1994	4075	
COG4860	Predicted DNA-binding transcriptional regulator, ArsR family	190	3558	
COG4861	Uncharacterized protein	3233	5044	
COG4862	Negative regulator of genetic competence, sporulation and motility	12176	3978	
COG4863	Two-component signal transduction system YycFG, regulatory protein YycH	9189	4163	
COG4864	Uncharacterized protein YqfA, UPF0365 family	8352	6341	
COG4865	Glutamate mutase epsilon subunit	2011	5228	
COG4866	Uncharacterized protein	3235	4896	
COG4867	Uncharacterized protein, contains von Willebrand factor type A (vWA) domain	3499	5969	
COG4868	Uncharacterized protein, UPF0371 family	3945	4934	
COG4869	Propanediol utilization protein	7458	5620	
COG4870	Cysteine protease, C1A family	1989	6449	
COG4871	Metal-binding trascriptional regulator, contains putative Fe-S cluster and ArsR family DNA binding domain	276	3583	
COG4872	Uncharacterized membrane protein	2466	5049	
COG4873	Uncharacterized protein YkvS	6884	1618	
COG4874	Uncharacterized protein	3867	5622	
COG4875	Uncharacterized protein	2520	5107	
COG4876	Uncharacterized protein YdaT	6582	3282	
COG4877	Uncharacterized protein	4594	5383	
COG4878	Uncharacterized protein	572	3948	
COG4879	Uncharacterized protein	180	2831	
COG4880	Secreted protein containing C-terminal beta-propeller domain distantly related to WD-40 repeats	1072	6009	
COG4881	Predicted membrane protein	215	3794	
COG4882	Predicted aminopeptidase, Iap family	106	4534	
COG4883	Uncharacterized protein	136	4185	
COG4884	Uncharacterized conserved protein YfeS, contains WGR domain	1142	3496	
COG4885	Uncharacterized protein	259	3399	
COG4886	Leucine-rich repeat (LRR) protein	7696	6517	
COG4887	Uncharacterized metal-binding protein conserved in archaea	1072	4063	
COG4888	Transcription elongation factor Elf1, contains Zn-ribbon domain	443	4255	
COG4889	Predicted helicase	3347	6466	
COG4890	Predicted outer membrane lipoprotein	12283	3787	
COG4891	Uncharacterized protein	964	4423	
COG4892	Predicted heme/steroid binding protein	1376	4380	
COG4893	Uncharacterized protein	2070	2007	
COG4894	Uncharacterized protein YxjI	5814	5550	
COG4895	Uncharacterized protein YwbE	2777	4188	
COG4896	Uncharacterized protein YlaI	2259	1465	
COG4897	General stress protein CsbA (function unknown)	6329	1439	
COG4898	Uncharacterized protein	4414	4875	
COG4899	Uncharacterized protein	1319	3970	
COG4900	Predicted metallopeptidase	575	3489	
COG4901	Ribosomal protein S25	466	4410	
COG4902	Uncharacterized protein	631	4086	
COG4903	Competence transcription factor ComK	6873	2982	
COG4904	Uncharacterized protein	28	3114	
COG4905	Uncharacterized membrane protein	2648	4261	
COG4906	Uncharacterized membrane protein	186	4233	
COG4907	Uncharacterized membrane protein	3740	6435	
COG4908	Uncharacterized protein, contains a NRPS condensation (elongation) domain	4412	5646	
COG4909	Propanediol dehydratase, large subunit	4857	5222	
COG4910	Propanediol dehydratase, small subunit	4876	4364	
COG4911	Uncharacterized protein	1302	5004	
COG4912	3-methyladenine DNA glycosylase AlkD	10374	5986	
COG4913	Uncharacterized protein YPO0396	3258	6114	
COG4914	Predicted nucleotidyltransferase	299	3900	
COG4915	5-bromo-4-chloroindolyl phosphate hydrolysis protein	7728	4168	
COG4916	Uncharacterized protein	89	4518	
COG4917	Ethanolamine utilization protein EutP, contains a P-loop NTPase domain	9007	3924	
COG4918	Uncharacterized protein YqkB	2687	2516	
COG4919	Ribosomal protein S30	294	3287	
COG4920	Uncharacterized membrane protein	190	2997	
COG4921	Uncharacterized protein	167	2659	
COG4922	Predicted SnoaL-like aldol condensation-catalyzing enzyme	6296	5438	
COG4923	Predicted nuclease (RNAse H fold)	1282	4857	
COG4924	Uncharacterized protein	1627	5039	
COG4925	Uncharacterized protein	1426	4177	
COG4926	Phage-related protein	704	4491	
COG4927	Predicted choloylglycine hydrolase	7053	5320	
COG4928	Predicted P-loop ATPase, KAP-like	2088	5683	
COG4929	Uncharacterized membrane-anchored protein	4634	4986	
COG4930	Predicted ATP-dependent Lon-type protease	2303	6118	
COG4932	Uncharacterized surface anchored protein	2494	6186	
COG4933	Predicted transcriptional regulator, contains an HTH and PUA-like domains	2079	4805	
COG4934	Serine protease, subtilase family	361	5891	
COG4935	Regulatory P domain of the subtilisin-like proprotein convertases and other proteases	1943	5518	
COG4936	Ligand-binding sensor domain	5194	5071	
COG4937	Ferredoxin-fold anticodon binding domain	5	2696	
COG4938	Predicted ATPase	1842	5937	
COG4939	Major membrane immunogen, membrane-anchored lipoprotein	2492	3940	
COG4940	Competence protein ComGF	11086	3342	
COG4941	Predicted RNA polymerase sigma factor, contains C-terminal TPR domain	6209	5573	
COG4942	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	22600	7256	
COG4943	Environmental sensor c-di-GMP phosphodiesterase, contains periplasmic CSS-motif sensor and cytoplasmic EAL domain	10514	5621	
COG4944	Uncharacterized protein	2690	4222	
COG4945	Carbohydrate-binding DOMON domain	25	4798	
COG4946	Uncharacterized N-terminal domain of tricorn protease	1926	6454	
COG4947	Esterase/lipase superfamily enzyme	2540	5799	
COG4948	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	32786	7170	
COG4949	Uncharacterized membrane-anchored protein	2567	5274	
COG4950	N-terminal domain of uncharacterized protein YciW (function unknown)	9196	4129	
COG4951	Uncharacterized protein	2387	5622	
COG4952	L-rhamnose isomerase	2653	5879	
COG4953	Membrane carboxypeptidase/penicillin-binding protein PbpC	14225	6276	
COG4954	Uncharacterized protein	2744	4036	
COG4955	Uncharacterized protein YpbB	8537	4900	
COG4956	Uncharacterized conserved protein YacL, contains PIN and TRAM domains	11892	6463	
COG4957	Predicted transcriptional regulator	2448	5453	
COG4959	Type IV secretory pathway, protease TraF	3467	6786	
COG4960	Flp pilus assembly protein, protease CpaA	5937	6008	
COG4961	Flp pilus assembly protein TadG	5336	6202	
COG4962	Pilus assembly protein, ATPase of CpaF family	16170	6845	
COG4963	Flp pilus assembly protein, ATPase CpaE	6901	6036	
COG4964	Flp pilus assembly protein, secretin CpaC	6691	6040	
COG4965	Flp pilus assembly protein TadB	13006	6552	
COG4966	Tfp pilus assembly protein PilW	3519	6357	
COG4967	Tfp pilus assembly protein PilV	10934	6419	
COG4968	Tfp pilus assembly protein PilE	10268	6909	
COG4969	Tfp pilus assembly protein, major pilin PilA	15483	6368	
COG4970	Tfp pilus assembly protein FimT	10454	6772	
COG4972	Tfp pilus assembly protein, ATPase PilM	13667	6936	
COG4973	Site-specific recombinase XerC	19577	6860	
COG4974	Site-specific recombinase XerD	50944	7454	
COG4975	Glucose uptake protein GlcU	10994	5130	
COG4976	Predicted methyltransferase, contains TPR repeat	2598	6504	
COG4977	Transcriptional regulator GlxA family, contains an amidase domain and an AraC-type DNA-binding HTH domain	13371	6959	
COG4978	Bacterial effector-binding domain	3227	5343	
COG4980	Gas vesicle protein	11116	6414	
COG4981	Enoyl reductase domain of yeast-type FAS1	426	5178	
COG4982	3-oxoacyl-ACP reductase domain of yeast-type FAS1	3628	6174	
COG4983	Uncharacterized protein, contains Primase-polymerase (Primpol) domain	23	5317	
COG4984	Uncharacterized membrane protein	720	4492	
COG4985	ABC-type phosphate transport system, auxiliary component	3991	5237	
COG4986	ABC-type anion transport system, duplicated permease component	3932	5011	
COG4987	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components	25877	6654	
COG4988	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components	29215	6800	
COG4989	Predicted oxidoreductase	22243	6120	
COG4990	Uncharacterized protein YvpB	8398	4780	
COG4991	Uncharacterized conserved protein YraI	1782	5663	
COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	41467	7359	
COG4993	Glucose dehydrogenase	14023	6666	
COG4994	Uncharacterized protein	2789	4389	
COG4995	Uncharacterized conserved protein, contains CHAT domain	1966	6308	
COG4996	Predicted phosphatase	211	3353	
COG4997	Predicted house-cleaning noncanonical NTP pyrophosphatase, all-alpha NTP-PPase (MazG) superfamily	2233	4274	
COG4998	Predicted endonuclease, RecB family	67	3068	
COG4999	Uncharacterized domain of BarA-like signal transduction histidine kinase	6922	2430	
COG5000	Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation	6160	7165	
COG5001	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain	9679	6617	
COG5002	Signal transduction histidine kinase	38630	7159	
COG5003	Mu-like prophage protein gp37	1149	3053	
COG5004	P2-like prophage tail protein X	8441	3815	
COG5005	Mu-like prophage protein gpG	4213	5055	
COG5006	Threonine/homoserine efflux transporter RhtA	31091	6429	
COG5007	Acid stress-induced BolA-like protein IbaG/YrbA, predicted regulator of iron metabolism	18037	5882	
COG5008	Tfp pilus assembly protein, ATPase PilU	7558	6287	
COG5009	Membrane carboxypeptidase/penicillin-binding protein	23804	7199	
COG5010	Flp pilus assembly protein TadD, contains TPR repeats	13613	7256	
COG5011	Uncharacterized conserved protein, DUF2344 family	1739	5750	
COG5012	Methanogenic corrinoid protein MtbC1	4865	6661	
COG5013	Nitrate reductase alpha subunit	20646	6655	
COG5014	Uncharacterized Fe-S cluster-containing protein, radical SAM superfamily	179	4021	
COG5015	Uncharacterized protein, pyridoxamine 5'-phosphate oxidase (PNPOx-like) family	2366	4566	
COG5016	Pyruvate/oxaloacetate carboxyltransferase	12282	6875	
COG5017	UDP-N-acetylglucosamine transferase subunit ALG13	2158	5041	
COG5018	Inhibitor of the KinA pathway to sporulation, predicted exonuclease	6101	5353	
COG5019	Septin family protein	142	5194	
COG5022	Myosin heavy chain	189	5895	
COG5026	Hexokinase	751	5287	
COG5029	Prenyltransferase, beta subunit	266	4984	
COG5031	Ubiquinone biosynthesis protein Coq4	969	4852	
COG5032	Phosphatidylinositol kinase or protein kinase, PI-3  family	166	4954	
COG5033	Transcription initiation factor IIF, auxiliary subunit	155	3973	
COG5036	SPX domain-containing protein involved in vacuolar polyphosphate accumulation	107	5383	
COG5038	Ca2+-dependent lipid-binding protein, contains C2 domain	87	5678	
COG5039	Exopolysaccharide biosynthesis protein EpsI, predicted pyruvyl transferase	1822	5158	
COG5042	Purine nucleoside permease	2303	4710	
COG5044	RAB proteins geranylgeranyltransferase component A (RAB escort protein)	207	4715	
COG5048	FOG: Zn-finger	78	3773	
COG5049	5'-3' exonuclease	157	5466	
