"db" "query" "genus" "class" "phylum" "Organism"
"ncbi" "Methyloceanibacter caenitepidi" "Methyloceanibacter" "Alphaproteobacteria" "Proteobacteria" "Methyloceanibacter caenitepidi"
"ncbi" "Rhodospirillales bacterium 69-11" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium 69-11"
"ncbi" "Prosthecomicrobium hirschii" "Prosthecomicrobium" "Alphaproteobacteria" "Proteobacteria" "Prosthecomicrobium hirschii"
"ncbi" "Litoreibacter albidus" "Litoreibacter" "Alphaproteobacteria" "Proteobacteria" "Litoreibacter albidus"
"ncbi" "Roseovarius indicus" "Roseovarius" "Alphaproteobacteria" "Proteobacteria" "Roseovarius indicus"
"ncbi" "Mycobacterium holsaticum" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium holsaticum"
"ncbi" "Rhodanobacter sp. SCN 68-63" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. SCN 68-63"
"ncbi" "Mycobacterium sp. ACS1612" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. ACS1612"
"ncbi" "Mycobacterium sp. 1482268.1" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 1482268.1"
"ncbi" "Variovorax paradoxus B4" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus B4"
"ncbi" "Mycobacterium sp. GA-1285" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. GA-1285"
"ncbi" "Vibrio aerogenes CECT 7868" "Vibrio" "Gammaproteobacteria" "Proteobacteria" "Vibrio aerogenes CECT 7868"
"ncbi" "Thalassobacter arenae DSM 19593" "Litoreibacter" "Alphaproteobacteria" "Proteobacteria" "Thalassobacter arenae DSM 19593"
"ncbi" "Mycobacterium cosmeticum" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium cosmeticum"
"ncbi" "Devosia geojensis" "Devosia" "Alphaproteobacteria" "Proteobacteria" "Devosia geojensis"
"ncbi" "Mycobacterium sp. VKM Ac-1817D" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. VKM Ac-1817D"
"ncbi" "Hyphomonas adhaerens MHS-3" "Hyphomonas" "Alphaproteobacteria" "Proteobacteria" "Hyphomonas adhaerens MHS-3"
"ncbi" "Burkholderia stabilis" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia stabilis"
"ncbi" "Mesorhizobium sp. LNHC232B00" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium sp. LNHC232B00"
"ncbi" "Yersinia frederiksenii" "Yersinia" "Gammaproteobacteria" "Proteobacteria" "Yersinia frederiksenii"
"ncbi" "Thermoactinomyces vulgaris" "Thermoactinomyces" "Bacilli" "Firmicutes" "Thermoactinomyces vulgaris"
"ncbi" "Bacillus methanolicus MGA3" "Bacillus" "Bacilli" "Firmicutes" "Bacillus methanolicus MGA3"
"ncbi" "Candidatus Atribacteria bacterium RBG_19FT_COMBO_35_14" NA NA "Candidatus Atribacteria" "Candidatus Atribacteria bacterium RBG_19FT_COMBO_35_14"
"ncbi" "Singulisphaera acidiphila DSM 18658" "Singulisphaera" "Planctomycetia" "Planctomycetes" "Singulisphaera acidiphila DSM 18658"
"ncbi" "Elusimicrobia bacterium GWA2_69_24" NA NA "Elusimicrobia" "Elusimicrobia bacterium GWA2_69_24"
"ncbi" "Euryarchaeota archaeon RBG_13_57_23" NA NA "Euryarchaeota" "Euryarchaeota archaeon RBG_13_57_23"
"ncbi" "Desulfuromonadales bacterium GWC2_61_20" NA "Deltaproteobacteria" "Proteobacteria" "Desulfuromonadales bacterium GWC2_61_20"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23"
"ncbi" "Belnapia rosea" "Belnapia" "Alphaproteobacteria" "Proteobacteria" "Belnapia rosea"
"ncbi" "Polymorphum gilvum SL003B-26A1" "Polymorphum" "Alphaproteobacteria" "Proteobacteria" "Polymorphum gilvum SL003B-26A1"
"ncbi" "Variovorax sp. Root411" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. Root411"
"ncbi" "Hyphomicrobium facile" "Hyphomicrobium" "Alphaproteobacteria" "Proteobacteria" "Hyphomicrobium facile"
"ncbi" "Oligotropha carboxidovorans OM5" "Oligotropha" "Alphaproteobacteria" "Proteobacteria" "Oligotropha carboxidovorans OM5"
"ncbi" "Microvirga sp. V5/3M" "Microvirga" "Alphaproteobacteria" "Proteobacteria" "Microvirga sp. V5/3M"
"ncbi" "Methylobacterium sp. GXF4" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium sp. GXF4"
"ncbi" "Roseomonas sp. M3" "Roseomonas" "Alphaproteobacteria" "Proteobacteria" "Roseomonas sp. M3"
"ncbi" "Acetobacter senegalensis" "Acetobacter" "Alphaproteobacteria" "Proteobacteria" "Acetobacter senegalensis"
"ncbi" "Variovorax sp. OK605" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. OK605"
"ncbi" "Lautropia sp. SCN 69-89" "Lautropia" "Betaproteobacteria" "Proteobacteria" "Lautropia sp. SCN 69-89"
"ncbi" "Microvirga sp. BSC39" "Microvirga" "Alphaproteobacteria" "Proteobacteria" "Microvirga sp. BSC39"
"ncbi" "Aminobacter aminovorans" "Aminobacter" "Alphaproteobacteria" "Proteobacteria" "Aminobacter aminovorans"
"ncbi" "Duganella sp. Leaf61" "Duganella" "Betaproteobacteria" "Proteobacteria" "Duganella sp. Leaf61"
"ncbi" "Gluconacetobacter diazotrophicus PAl 5" "Gluconacetobacter" "Alphaproteobacteria" "Proteobacteria" "Gluconacetobacter diazotrophicus PAl 5"
"ncbi" "Mycobacterium shimoidei" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium shimoidei"
"ncbi" "Xylanimonas cellulosilytica DSM 15894" "Xylanimonas" "Actinobacteria" "Actinobacteria" "Xylanimonas cellulosilytica DSM 15894"
"ncbi" "Kibdelosporangium phytohabitans" "Kibdelosporangium" "Actinobacteria" "Actinobacteria" "Kibdelosporangium phytohabitans"
